"Time (seconds)","Speed (mph)","Grade (rise/run)","Key On/Off (1/0)","Engine Speed (rpm)","Engine Torque (Nm)","Engine Power (kW)"
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,0,0,1,651.75,0,0
11,0,0,1,648.88,0,0
12,0,0,1,650.88,270.05,18.41
13,0,0,1,652.75,270.05,18.46
14,0,0,1,648.62,270.05,18.34
15,0,0,1,651.5,270.05,18.42
16,0,0,1,650.25,270.05,18.39
17,0,0,1,650,270.05,18.38
18,0,0,1,649.62,245.5,16.7
60,0,0,1,649.25,245.5,16.69
61,0,0,1,652.38,245.5,16.77
62,0,0,1,650.5,245.5,16.72
63,0,0,1,651.5,245.5,16.75
64,0,0,1,650.38,270.05,18.39
65,0,0,1,650.5,270.05,18.4
66,0,0,1,650.12,270.05,18.39
67,0,0,1,648.88,270.05,18.35
68,0,0,1,651.5,270.05,18.42
69,0,0,1,649.38,270.05,18.36
70,0,0,1,651.12,270.05,18.41
71,0,0,1,650.38,270.05,18.39
72,0,0,1,648.5,270.05,18.34
73,0,0,1,651.38,270.05,18.42
74,0,0,1,648.75,270.05,18.35
75,0,0,1,650.88,270.05,18.41
76,0,0,1,650.25,270.05,18.39
77,0,0,1,651.25,270.05,18.42
78,0,0,1,648.88,270.05,18.35
79,0,0,1,650,270.05,18.38
80,0,0,1,652,270.05,18.44
81,0,0,1,649.38,270.05,18.36
82,0,0,1,651.25,270.05,18.42
83,0,0,1,647.25,294.6,19.97
84,0,0,1,651.62,270.05,18.43
85,0,0,1,651.75,270.05,18.43
86,0,0,1,648.75,270.05,18.35
87,0,0,1,657.62,147.3,10.14
88,0,0,1,653,147.3,10.07
89,0,0,1,649.5,147.3,10.02
90,0,0,1,647.62,147.3,9.99
91,0,0,1,651.5,147.3,10.05
92,0,0,1,650.88,147.3,10.04
93,0,0,1,649.75,147.3,10.02
94,0,0,1,652,122.75,8.38
95,0,0,1,648.88,147.3,10.01
96,0,0,1,648.12,147.3,10
97,0,0,1,648.38,122.75,8.33
98,0,0,1,650.25,122.75,8.36
99,0,0,1,650.88,122.75,8.37
100,0,0,1,648.88,122.75,8.34
101,0,0,1,652.38,122.75,8.39
102,0,0,1,648.25,122.75,8.33
103,0,0,1,649.25,122.75,8.35
104,0,0,1,648,122.75,8.33
105,0,0,1,651.88,122.75,8.38
106,0,0,1,651.25,122.75,8.37
107,0,0,1,648.12,122.75,8.33
108,0,0,1,651.12,122.75,8.37
109,0,0,1,649.5,122.75,8.35
110,0,0,1,650.88,122.75,8.37
111,0,0,1,651.38,122.75,8.37
112,0,0,1,650,122.75,8.36
113,0,0,1,649.5,122.75,8.35
114,0,0,1,649.75,122.75,8.35
115,0,0,1,648.12,122.75,8.33
116,0,0,1,647.25,122.75,8.32
117,0,0,1,645.88,122.75,8.3
118,0,0,1,645.25,147.3,9.95
119,0,0,1,662,122.75,8.51
120,0,0,1,653.38,122.75,8.4
121,0,0,1,646.25,122.75,8.31
122,0,0,1,643.38,147.3,9.92
123,0,0,1,661,122.75,8.5
124,0,0,1,651.88,122.75,8.38
125,0,0,1,651.88,122.75,8.38
126,0,0,1,642.38,147.3,9.91
127,0,0,1,650.38,147.3,10.03
128,0,0,1,652,122.75,8.38
129,0,0,1,651.62,122.75,8.38
130,0,0,1,650.25,122.75,8.36
131,0,0,1,644.25,147.3,9.94
132,0,0,1,656.25,122.75,8.44
133,0,0,1,649.12,122.75,8.34
134,0,0,1,648.88,122.75,8.34
135,0,0,1,648.88,122.75,8.34
136,0,0,1,646.38,147.3,9.97
137,0,0,1,645.75,147.3,9.96
138,0,0,1,607.75,319.15,20.31
139,0,0,1,673.12,98.2,6.92
140,0,0,1,647.25,122.75,8.32
141,0,0,1,645.62,147.3,9.96
142,0,0,1,649.88,147.3,10.02
143,0,0,1,651.5,147.3,10.05
144,0,0,1,648.5,122.75,8.34
145,0,0,1,640.12,147.3,9.87
146,0,0,1,657.25,171.85,11.83
147,0,0,1,656,122.75,8.43
148,0,0,1,640.38,196.4,13.17
149,0,0,1,655.75,147.3,10.12
150,0,0,1,644.38,171.85,11.6
151,0,0,1,651.62,147.3,10.05
152,0,0,1,650.38,147.3,10.03
153,0,0,1,646.25,171.85,11.63
154,0,0,1,650.5,171.85,11.71
155,0,0,1,650.25,171.85,11.7
156,0,0,1,653,147.3,10.07
157,0,0,1,643.62,171.85,11.58
158,0,0,1,656.88,147.3,10.13
159,0,0,1,650.88,147.3,10.04
160,0,0,1,648.25,147.3,10
161,0,0,1,651.5,147.3,10.05
162,0,0,1,649.38,147.3,10.02
163,0,0,1,622.12,270.05,17.59
164,0,0,1,649.5,245.5,16.7
165,0,0,1,671.12,98.2,6.9
166,0,0,1,650.12,122.75,8.36
167,0,0,1,649,122.75,8.34
168,0,0,1,649.88,122.75,8.35
169,0,0,1,648.62,122.75,8.34
170,1.59,0.0054,1,662,98.2,6.81
171,0,0,1,650.75,98.2,6.69
172,1.75,0.0054,1,644.62,147.3,9.94
173,1.83,0.0054,1,664.62,73.65,5.13
174,1.78,0.0054,1,647,122.75,8.32
175,1.78,0.0054,1,647,122.75,8.32
176,1.78,0.0054,1,647,122.75,8.32
177,1.78,0.0054,1,647,122.75,8.32
178,1.78,0.0054,1,647,122.75,8.32
179,1.78,0.0054,1,653.12,122.75,8.4
180,1.78,0.0054,1,653.12,122.75,8.4
181,1.78,0.0054,1,653.12,122.75,8.4
182,1.78,0.0054,1,653.12,122.75,8.4
183,1.78,0.0054,1,653.12,122.75,8.4
184,1.78,0.0054,1,653.12,122.75,8.4
185,1.78,0.0054,1,653.12,122.75,8.4
186,1.78,0.0054,1,653.12,122.75,8.4
187,1.78,0.0054,1,653.12,122.75,8.4
188,1.78,0.0054,1,653.12,122.75,8.4
189,1.78,0.0054,1,653.12,122.75,8.4
190,1.78,0.0054,1,653.12,122.75,8.4
191,1.78,0.0054,1,653.12,122.75,8.4
192,1.78,0.0054,1,653.12,122.75,8.4
193,1.78,0.0054,1,653.12,122.75,8.4
194,1.78,0.0054,1,653.12,122.75,8.4
195,1.78,0.0054,1,653.12,122.75,8.4
196,1.74,0.0054,1,641.88,147.3,9.9
197,1.74,0.0054,1,641.88,147.3,9.9
198,1.74,0.0054,1,641.88,147.3,9.9
199,1.74,0.0054,1,641.88,147.3,9.9
200,1.74,0.0054,1,641.88,147.3,9.9
201,1.74,0.0054,1,641.88,147.3,9.9
202,1.74,0.0054,1,641.88,147.3,9.9
203,1.74,0.0054,1,641.88,147.3,9.9
204,1.65,0.0054,1,657.38,122.75,8.45
205,0,0,1,647.88,122.75,8.33
206,0,0,1,646.88,122.75,8.32
207,0,0,1,619.5,220.95,14.33
208,2.07,0.0054,1,691,98.2,7.11
209,1.96,0.0054,1,650.5,171.85,11.71
210,1.94,0.0054,1,652.38,220.95,15.09
211,1.98,0.0054,1,644.38,245.5,16.57
212,1.98,0.0054,1,665.75,368.25,25.67
213,1.94,0.0054,1,635.88,294.6,19.62
214,1.92,0.0054,1,637.12,343.7,22.93
215,2.07,0.0054,1,687.62,368.25,26.52
216,2.33,0.0054,1,775.25,515.55,41.85
217,2.71,0.0054,1,907,392.8,37.31
218,2.73,0.0054,1,899.38,343.7,32.37
219,2.23,0.0054,1,652.62,245.5,16.78
220,1.61,0.0054,1,649.5,245.5,16.7
221,0,0,1,652.38,245.5,16.77
222,0,0,1,643.12,245.5,16.53
223,0,0,1,644.62,270.05,18.23
224,0,0,1,612.62,466.45,29.92
225,1.87,0.0054,1,677,196.4,13.92
226,1.78,0.0054,1,641.12,270.05,18.13
227,1.77,0.0054,1,648.88,245.5,16.68
228,1.75,0.0054,1,652.5,245.5,16.77
229,0,0,1,652,220.95,15.09
230,0,0,1,650.75,220.95,15.06
231,0,0,1,623.12,147.3,9.61
232,0,0,1,667.75,73.65,5.15
233,0,0,1,655.5,73.65,5.06
234,0,0,1,651.88,98.2,6.7
235,0,0,1,650.88,73.65,5.02
236,0,0,1,648.12,98.2,6.66
237,0,0,1,650.75,98.2,6.69
238,0,0,1,652.38,73.65,5.03
239,0,0,1,649.88,98.2,6.68
240,0,0,1,650.88,98.2,6.69
241,0,0,1,649.62,98.2,6.68
242,0,0,1,649.38,98.2,6.68
243,0,0,1,649.25,98.2,6.68
244,0,0,1,648.75,98.2,6.67
245,0,0,1,650,98.2,6.68
246,0,0,1,650.25,98.2,6.69
247,0,0,1,651,98.2,6.69
248,0,0,1,649.75,73.65,5.01
249,0,0,1,649,73.65,5.01
250,0,0,1,649.12,98.2,6.68
251,0,0,1,650.38,98.2,6.69
252,0,0,1,652.88,73.65,5.04
253,0,0,1,647.62,98.2,6.66
254,0,0,1,647.5,98.2,6.66
255,0,0,1,651.5,73.65,5.02
256,0,0,1,651.38,98.2,6.7
257,0,0,1,651,98.2,6.69
258,0,0,1,648.5,98.2,6.67
259,0,0,1,648.75,98.2,6.67
260,0,0,1,649.12,98.2,6.68
261,0,0,1,650.5,98.2,6.69
262,0,0,1,650.88,98.2,6.69
263,0,0,1,648.75,98.2,6.67
264,0,0,1,650.12,98.2,6.69
265,0,0,1,649.5,98.2,6.68
266,0,0,1,650.75,98.2,6.69
267,0,0,1,648.88,73.65,5
268,0,0,1,648.88,73.65,5
269,0,0,1,651.88,73.65,5.03
270,0,0,1,650.75,98.2,6.69
271,0,0,1,650.88,73.65,5.02
272,0,0,1,646.38,73.65,4.99
273,0,0,1,649.5,98.2,6.68
274,0,0,1,651.5,98.2,6.7
275,0,0,1,650.38,73.65,5.02
276,0,0,1,651.12,73.65,5.02
277,0,0,1,647.12,98.2,6.65
278,0,0,1,650.25,98.2,6.69
279,0,0,1,651.25,73.65,5.02
280,0,0,1,649.12,98.2,6.68
281,0,0,1,650,98.2,6.68
282,0,0,1,648.88,98.2,6.67
283,0,0,1,651,98.2,6.69
284,0,0,1,651.12,73.65,5.02
285,0,0,1,649.38,73.65,5.01
286,0,0,1,648.38,73.65,5
287,0,0,1,651.12,73.65,5.02
288,0,0,1,653,73.65,5.04
289,0,0,1,648.75,98.2,6.67
290,0,0,1,648.62,73.65,5
291,0,0,1,656,73.65,5.06
292,0,0,1,649.62,73.65,5.01
293,0,0,1,650.88,73.65,5.02
294,0,0,1,651,73.65,5.02
295,0,0,1,651.62,73.65,5.03
296,0,0,1,649.12,73.65,5.01
297,0,0,1,651.38,73.65,5.02
298,0,0,1,651.75,73.65,5.03
299,0,0,1,650.5,73.65,5.02
300,0,0,1,651.75,73.65,5.03
301,0,0,1,648.88,73.65,5
302,0,0,1,651.12,73.65,5.02
303,0,0,1,649.38,73.65,5.01
304,0,0,1,649.75,73.65,5.01
305,0,0,1,651.25,73.65,5.02
306,0,0,1,648.88,73.65,5
307,0,0,1,648.88,73.65,5
308,0,0,1,648.25,73.65,5
309,0,0,1,652.38,73.65,5.03
310,0,0,1,650.12,73.65,5.01
311,0,0,1,650.5,73.65,5.02
312,0,0,1,650.38,73.65,5.02
313,0,0,1,648.38,73.65,5
314,0,0,1,651.75,73.65,5.03
315,0,0,1,648.88,73.65,5
316,0,0,1,650.38,73.65,5.02
317,0,0,1,650.62,73.65,5.02
318,0,0,1,648.75,73.65,5
319,0,0,1,650.5,73.65,5.02
320,0,0,1,650.88,73.65,5.02
321,0,0,1,651,73.65,5.02
322,0,0,1,649.5,73.65,5.01
323,0,0,1,651.12,73.65,5.02
324,0,0,1,651.25,73.65,5.02
325,0,0,1,648.62,73.65,5
326,0,0,1,652,73.65,5.03
327,0,0,1,649.88,73.65,5.01
328,0,0,1,651,73.65,5.02
329,0,0,1,650.88,73.65,5.02
330,0,0,1,649.25,73.65,5.01
331,0,0,1,648.75,73.65,5
332,0,0,1,648,73.65,5
333,0,0,1,651,73.65,5.02
334,0,0,1,649.12,73.65,5.01
335,0,0,1,648.5,98.2,6.67
336,0,0,1,650.5,98.2,6.69
337,0,0,1,646.62,98.2,6.65
338,0,0,1,649.62,98.2,6.68
339,0,0,1,644.62,122.75,8.29
340,0,0,1,641.75,147.3,9.9
341,0,0,1,647.62,171.85,11.65
342,0,0,1,644.38,171.85,11.6
343,0,0,1,645,196.4,13.27
344,0,0,1,643.38,220.95,14.89
345,0,0,1,645.38,245.5,16.59
346,0,0,1,649.5,245.5,16.7
347,0,0,1,650.25,245.5,16.72
348,0,0,1,649.5,245.5,16.7
349,0,0,1,649.75,245.5,16.7
350,0,0,1,649.38,245.5,16.69
351,0,0,1,651.88,245.5,16.76
352,0,0,1,646.88,245.5,16.63
353,0,0,1,648.88,245.5,16.68
354,0,0,1,651.12,245.5,16.74
355,0,0,1,646.5,245.5,16.62
356,0,0,1,652,245.5,16.76
357,0,0,1,651.25,245.5,16.74
358,0,0,1,650.38,245.5,16.72
359,0,0,1,650,245.5,16.71
360,0,0,1,650.5,245.5,16.72
361,0,0,1,652.5,220.95,15.1
362,0,0,1,650.5,245.5,16.72
363,0,0,1,652.12,220.95,15.09
364,0,0,1,650.38,245.5,16.72
365,0,0,1,649.12,245.5,16.69
366,0,0,1,650.25,220.95,15.05
367,0,0,1,648.38,245.5,16.67
368,0,0,1,652.12,220.95,15.09
369,0,0,1,648.88,245.5,16.68
370,0,0,1,652.38,220.95,15.09
371,0,0,1,651.12,220.95,15.07
372,0,0,1,647.62,220.95,14.98
373,0,0,1,651.62,220.95,15.08
374,0,0,1,650.25,245.5,16.72
375,0,0,1,652.62,220.95,15.1
376,0,0,1,648.25,220.95,15
377,0,0,1,651.5,220.95,15.07
378,0,0,1,651.75,220.95,15.08
379,0,0,1,649.62,220.95,15.03
380,0,0,1,650.25,220.95,15.05
381,0,0,1,650.75,220.95,15.06
382,0,0,1,650.12,220.95,15.04
383,0,0,1,650.25,220.95,15.05
384,0,0,1,649.62,220.95,15.03
385,0,0,1,650.12,220.95,15.04
386,0,0,1,648.38,220.95,15
387,0,0,1,652.62,220.95,15.1
388,0,0,1,649.12,220.95,15.02
389,0,0,1,649.62,220.95,15.03
390,0,0,1,654.25,220.95,15.14
391,0,0,1,649.75,220.95,15.03
392,0,0,1,652.12,220.95,15.09
393,0,0,1,649.12,220.95,15.02
394,0,0,1,648.12,220.95,15
395,0,0,1,650.25,220.95,15.05
396,0,0,1,648.75,220.95,15.01
397,0,0,1,651.38,220.95,15.07
398,0,0,1,649.12,220.95,15.02
399,0,0,1,651.25,220.95,15.07
400,0,0,1,649,220.95,15.02
401,0,0,1,649.75,220.95,15.03
402,0,0,1,652.62,220.95,15.1
403,0,0,1,648.25,220.95,15
404,0,0,1,652.5,220.95,15.1
405,0,0,1,649.25,220.95,15.02
406,0,0,1,650.75,220.95,15.06
407,0,0,1,651.75,220.95,15.08
408,0,0,1,648.88,220.95,15.01
409,0,0,1,649,220.95,15.02
410,0,0,1,649.62,220.95,15.03
411,0,0,1,650.38,220.95,15.05
412,0,0,1,650,220.95,15.04
413,0,0,1,649.5,220.95,15.03
414,0,0,1,651.12,220.95,15.07
415,0,0,1,646.88,220.95,14.97
416,0,0,1,653.38,220.95,15.12
417,0,0,1,647.5,220.95,14.98
418,0,0,1,649.25,220.95,15.02
419,0,0,1,651.75,220.95,15.08
420,0,0,1,649.25,220.95,15.02
421,0,0,1,650.62,220.95,15.05
422,0,0,1,650.5,220.95,15.05
423,0,0,1,650.25,220.95,15.05
424,0,0,1,649.5,220.95,15.03
425,0,0,1,650.5,220.95,15.05
426,0,0,1,650.25,220.95,15.05
427,0,0,1,646,220.95,14.95
428,0,0,1,650.38,220.95,15.05
429,0,0,1,650.38,220.95,15.05
430,0,0,1,650.25,220.95,15.05
431,0,0,1,651.38,220.95,15.07
432,0,0,1,649.5,220.95,15.03
433,0,0,1,650.12,220.95,15.04
434,0,0,1,648.62,220.95,15.01
435,0,0,1,650,220.95,15.04
436,0,0,1,647.38,220.95,14.98
437,0,0,1,648.75,220.95,15.01
438,0,0,1,650,220.95,15.04
439,0,0,1,649,220.95,15.02
440,0,0,1,650.88,220.95,15.06
441,0,0,1,649.25,220.95,15.02
442,0,0,1,649.5,220.95,15.03
443,0,0,1,651.38,220.95,15.07
444,0,0,1,648.62,220.95,15.01
445,0,0,1,652.38,220.95,15.09
446,0,0,1,648.25,220.95,15
447,0,0,1,651.5,220.95,15.07
448,0,0,1,649,220.95,15.02
449,0,0,1,649.5,220.95,15.03
450,0,0,1,650.25,220.95,15.05
451,0,0,1,647.12,220.95,14.97
452,0,0,1,651.88,220.95,15.08
453,0,0,1,648.75,220.95,15.01
454,0,0,1,649.5,220.95,15.03
455,0,0,1,649.25,220.95,15.02
456,0,0,1,649.75,220.95,15.03
457,0,0,1,652.12,196.4,13.41
458,0,0,1,647.25,220.95,14.98
459,0,0,1,650.88,220.95,15.06
460,0,0,1,647.62,220.95,14.98
461,0,0,1,650.5,220.95,15.05
462,0,0,1,650,220.95,15.04
463,0,0,1,648.38,220.95,15
464,0,0,1,651.62,220.95,15.08
465,0,0,1,646.62,220.95,14.96
466,0,0,1,651.38,220.95,15.07
467,0,0,1,652.25,196.4,13.41
468,0,0,1,649,220.95,15.02
469,0,0,1,651.75,196.4,13.4
470,0,0,1,648.38,220.95,15
471,0,0,1,650.38,220.95,15.05
472,0,0,1,649,196.4,13.35
473,0,0,1,649.25,220.95,15.02
474,0,0,1,651.62,196.4,13.4
475,0,0,1,647.62,220.95,14.98
476,0,0,1,651.5,196.4,13.4
477,0,0,1,647.62,220.95,14.98
478,0,0,1,650.88,220.95,15.06
479,0,0,1,650.5,196.4,13.38
480,0,0,1,648.88,220.95,15.01
481,0,0,1,651.88,196.4,13.41
482,0,0,1,646.88,220.95,14.97
483,0,0,1,651.88,196.4,13.41
484,0,0,1,649.38,196.4,13.36
485,0,0,1,650,196.4,13.37
486,0,0,1,651.25,196.4,13.39
487,0,0,1,649.38,220.95,15.03
488,0,0,1,651.12,220.95,15.07
489,0,0,1,649.5,196.4,13.36
490,0,0,1,651.12,196.4,13.39
491,0,0,1,648.88,220.95,15.01
492,0,0,1,648.38,220.95,15
493,0,0,1,650.75,196.4,13.38
494,0,0,1,649.75,196.4,13.36
495,0,0,1,650,196.4,13.37
496,0,0,1,648.5,196.4,13.34
497,0,0,1,648,220.95,14.99
498,0,0,1,651.38,196.4,13.4
499,0,0,1,648.75,220.95,15.01
500,0,0,1,650.12,220.95,15.04
501,0,0,1,649,220.95,15.02
502,0,0,1,651.62,220.95,15.08
503,0,0,1,650.5,196.4,13.38
504,0,0,1,649.12,196.4,13.35
505,0,0,1,650.25,196.4,13.37
506,0,0,1,649.88,220.95,15.04
507,0,0,1,652.5,196.4,13.42
508,0,0,1,646.38,220.95,14.96
509,0,0,1,648.12,220.95,15
510,0,0,1,651.38,196.4,13.4
511,0,0,1,650.25,196.4,13.37
512,0,0,1,651.12,196.4,13.39
513,0,0,1,650.12,196.4,13.37
514,0,0,1,650.75,196.4,13.38
515,0,0,1,650.38,196.4,13.38
516,0,0,1,650.5,220.95,15.05
517,0,0,1,651.62,196.4,13.4
518,0,0,1,647.12,220.95,14.97
519,0,0,1,651,196.4,13.39
520,0,0,1,648.88,196.4,13.35
521,0,0,1,651.75,196.4,13.4
522,0,0,1,650.38,196.4,13.38
523,0,0,1,649.75,196.4,13.36
524,0,0,1,651.38,196.4,13.4
525,0,0,1,650,196.4,13.37
526,0,0,1,648.75,220.95,15.01
527,0,0,1,650.88,196.4,13.39
528,0,0,1,648.12,220.95,15
529,0,0,1,651.38,196.4,13.4
530,0,0,1,649.75,220.95,15.03
531,0,0,1,651.88,196.4,13.41
532,0,0,1,647.5,196.4,13.32
533,0,0,1,649.88,196.4,13.37
534,0,0,1,651.75,196.4,13.4
535,0,0,1,648.62,220.95,15.01
536,0,0,1,650.12,196.4,13.37
537,0,0,1,648.38,220.95,15
538,0,0,1,651.62,220.95,15.08
539,0,0,1,650.75,196.4,13.38
540,0,0,1,649.12,196.4,13.35
541,0,0,1,651.38,196.4,13.4
542,0,0,1,648.75,220.95,15.01
543,0,0,1,649.38,220.95,15.03
544,0,0,1,650.38,196.4,13.38
545,0,0,1,650.12,196.4,13.37
546,0,0,1,652.75,196.4,13.43
547,0,0,1,648.12,220.95,15
548,0,0,1,651.88,196.4,13.41
549,0,0,1,650.75,196.4,13.38
550,0,0,1,648.62,220.95,15.01
551,0,0,1,648,220.95,14.99
552,0,0,1,649.75,196.4,13.36
553,0,0,1,651.62,196.4,13.4
554,0,0,1,647.88,220.95,14.99
555,0,0,1,651,196.4,13.39
556,0,0,1,648.62,196.4,13.34
557,0,0,1,650.12,196.4,13.37
558,0,0,1,652.38,196.4,13.42
559,0,0,1,648.75,196.4,13.34
560,0,0,1,648.5,196.4,13.34
561,0,0,1,649.25,196.4,13.35
562,0,0,1,650.62,196.4,13.38
563,0,0,1,650.12,196.4,13.37
564,0,0,1,649.5,196.4,13.36
565,0,0,1,650.25,196.4,13.37
566,0,0,1,650,220.95,15.04
567,0,0,1,651.25,196.4,13.39
568,0,0,1,650.5,196.4,13.38
569,0,0,1,648.88,196.4,13.35
570,0,0,1,652.25,196.4,13.41
571,0,0,1,649,196.4,13.35
572,0,0,1,650.12,196.4,13.37
573,0,0,1,649.12,196.4,13.35
574,0,0,1,650,196.4,13.37
575,0,0,1,650.25,196.4,13.37
576,0,0,1,650.12,196.4,13.37
577,0,0,1,650.88,196.4,13.39
578,0,0,1,648.88,220.95,15.01
579,0,0,1,650.25,196.4,13.37
580,0,0,1,648.25,196.4,13.33
581,0,0,1,650,196.4,13.37
582,0,0,1,650,196.4,13.37
583,0,0,1,649.25,196.4,13.35
584,0,0,1,651.25,196.4,13.39
585,0,0,1,651.12,196.4,13.39
586,0,0,1,650.5,196.4,13.38
587,0,0,1,651.12,196.4,13.39
588,0,0,1,650.62,196.4,13.38
589,0,0,1,650.75,196.4,13.38
590,0,0,1,648,220.95,14.99
591,0,0,1,649.5,196.4,13.36
592,0,0,1,651.62,196.4,13.4
593,0,0,1,648,196.4,13.33
594,0,0,1,650.62,196.4,13.38
595,0,0,1,650.38,196.4,13.38
596,0,0,1,649.5,196.4,13.36
597,0,0,1,647.12,220.95,14.97
598,0,0,1,652,196.4,13.41
599,0,0,1,650.12,196.4,13.37
600,0,0,1,649.62,196.4,13.36
601,0,0,1,650.62,196.4,13.38
602,0,0,1,650,196.4,13.37
603,0,0,1,650.62,196.4,13.38
604,0,0,1,648.75,196.4,13.34
605,0,0,1,649.75,196.4,13.36
606,0,0,1,652.5,196.4,13.42
607,0,0,1,650.62,196.4,13.38
608,0,0,1,651.38,196.4,13.4
609,0,0,1,650.75,196.4,13.38
610,0,0,1,650,196.4,13.37
611,0,0,1,648.75,196.4,13.34
612,0,0,1,650.5,196.4,13.38
613,0,0,1,650.12,196.4,13.37
614,0,0,1,648.75,196.4,13.34
615,0,0,1,649.25,196.4,13.35
616,0,0,1,648.75,196.4,13.34
617,0,0,1,648.75,196.4,13.34
618,0,0,1,650.25,196.4,13.37
619,0,0,1,651.88,196.4,13.41
620,0,0,1,649.12,196.4,13.35
621,0,0,1,649.38,196.4,13.36
622,0,0,1,649.5,196.4,13.36
623,0,0,1,651.5,196.4,13.4
624,0,0,1,648.38,196.4,13.34
625,0,0,1,649.88,196.4,13.37
626,0,0,1,650.12,196.4,13.37
627,0,0,1,649.75,196.4,13.36
628,0,0,1,649.25,196.4,13.35
629,0,0,1,649.12,196.4,13.35
630,0,0,1,650.88,196.4,13.39
631,0,0,1,651.25,196.4,13.39
632,0,0,1,649.38,196.4,13.36
633,0,0,1,650.25,196.4,13.37
634,0,0,1,653,196.4,13.43
635,0,0,1,649.88,196.4,13.37
636,0,0,1,649.5,196.4,13.36
637,0,0,1,651.38,196.4,13.4
638,0,0,1,648.5,196.4,13.34
639,0,0,1,649.25,196.4,13.35
640,0,0,1,649.12,196.4,13.35
641,0,0,1,650.38,196.4,13.38
642,0,0,1,649.12,196.4,13.35
643,0,0,1,648.88,196.4,13.35
644,0,0,1,649.5,196.4,13.36
645,0,0,1,649.25,196.4,13.35
646,0,0,1,651.62,196.4,13.4
647,0,0,1,650.62,196.4,13.38
648,0,0,1,649.62,196.4,13.36
649,0,0,1,652.12,196.4,13.41
650,0,0,1,648.5,196.4,13.34
651,0,0,1,650.62,196.4,13.38
652,0,0,1,649.5,196.4,13.36
653,0,0,1,651.75,196.4,13.4
654,0,0,1,649.12,196.4,13.35
655,0,0,1,647.12,196.4,13.31
656,0,0,1,649.38,196.4,13.36
657,0,0,1,650,196.4,13.37
658,0,0,1,649.88,196.4,13.37
659,0,0,1,649.5,196.4,13.36
660,0,0,1,649,196.4,13.35
661,0,0,1,650.62,196.4,13.38
662,0,0,1,649.5,196.4,13.36
663,0,0,1,650.25,196.4,13.37
664,0,0,1,650.25,196.4,13.37
665,0,0,1,648.75,196.4,13.34
666,0,0,1,649.75,196.4,13.36
667,0,0,1,650.38,196.4,13.38
668,0,0,1,651.5,196.4,13.4
669,0,0,1,649.5,196.4,13.36
670,0,0,1,649.12,196.4,13.35
671,0,0,1,649.25,196.4,13.35
672,0,0,1,650.25,196.4,13.37
673,0,0,1,651.62,196.4,13.4
674,0,0,1,649.5,196.4,13.36
675,0,0,1,649.38,196.4,13.36
676,0,0,1,650.62,196.4,13.38
677,0,0,1,650.5,196.4,13.38
678,0,0,1,650.38,196.4,13.38
679,0,0,1,648.75,196.4,13.34
680,0,0,1,650.12,196.4,13.37
681,0,0,1,648.62,196.4,13.34
682,0,0,1,649,196.4,13.35
683,0,0,1,648.25,196.4,13.33
684,0,0,1,650.38,196.4,13.38
685,0,0,1,651,196.4,13.39
686,0,0,1,648.38,196.4,13.34
687,0,0,1,649.25,196.4,13.35
688,0,0,1,649.5,196.4,13.36
689,0,0,1,650.12,196.4,13.37
690,0,0,1,650,196.4,13.37
691,0,0,1,650.5,196.4,13.38
692,0,0,1,650.5,196.4,13.38
693,0,0,1,647.88,196.4,13.32
694,0,0,1,650.38,196.4,13.38
695,0,0,1,650.12,196.4,13.37
696,0,0,1,649.75,196.4,13.36
697,0,0,1,650.25,196.4,13.37
698,0,0,1,650.25,196.4,13.37
699,0,0,1,650.12,196.4,13.37
700,0,0,1,651,196.4,13.39
701,0,0,1,649.62,196.4,13.36
702,0,0,1,650.38,196.4,13.38
703,0,0,1,650.5,196.4,13.38
704,0,0,1,649.25,196.4,13.35
705,0,0,1,650.38,196.4,13.38
706,0,0,1,650.75,196.4,13.38
707,0,0,1,649.5,196.4,13.36
708,0,0,1,650.25,196.4,13.37
709,0,0,1,650.88,196.4,13.39
710,0,0,1,650.38,196.4,13.38
711,0,0,1,648.62,196.4,13.34
712,0,0,1,650.88,196.4,13.39
713,0,0,1,649.25,196.4,13.35
714,0,0,1,649,196.4,13.35
715,0,0,1,651,196.4,13.39
716,0,0,1,650.5,196.4,13.38
717,0,0,1,648.25,196.4,13.33
718,0,0,1,649.5,196.4,13.36
719,0,0,1,649.25,196.4,13.35
720,0,0,1,648.12,196.4,13.33
721,0,0,1,648.38,196.4,13.34
722,0,0,1,650.62,196.4,13.38
723,0,0,1,648.5,196.4,13.34
724,0,0,1,650.38,196.4,13.38
725,0,0,1,649.75,196.4,13.36
726,0,0,1,649.38,196.4,13.36
727,0,0,1,651.12,196.4,13.39
728,0,0,1,652.75,196.4,13.43
729,0,0,1,648.5,196.4,13.34
730,0,0,1,651.5,196.4,13.4
731,0,0,1,651.75,196.4,13.4
732,0,0,1,649.5,196.4,13.36
733,0,0,1,649.62,196.4,13.36
734,0,0,1,650.5,196.4,13.38
735,0,0,1,649.5,196.4,13.36
736,0,0,1,648,196.4,13.33
737,0,0,1,651.25,196.4,13.39
