"Time (seconds)","Speed (mph)","Grade (rise/run)","Key On/Off (1/0)","Engine Speed (rpm)","Engine Torque (Nm)","Engine Power (kW)"
0,0,0,1,607.75,221.04,14.07
1,0,0,1,592.5,245.6,15.24
2,0,0,1,602.25,221.04,13.94
3,0,0,1,602.88,221.04,13.95
4,0,0,1,591.62,245.6,15.22
5,0,0,1,604.25,245.6,15.54
6,0,0,1,601.75,245.6,15.48
7,0,0,1,601.12,221.04,13.91
8,0,0,1,602.12,221.04,13.94
9,0,0,1,605.25,221.04,14.01
10,0,0,1,602.25,196.48,12.39
11,0,0,1,599.75,196.48,12.34
12,0,0,1,600.38,196.48,12.35
13,0,0,1,583.62,245.6,15.01
14,0,0,1,605.12,221.04,14.01
15,0,0,1,601.12,221.04,13.91
16,0,0,1,599.88,221.04,13.89
17,0,0,1,602.38,196.48,12.39
18,0,0,1,605.75,196.48,12.46
19,0,0,1,601.5,196.48,12.38
20,0,0,1,598.75,196.48,12.32
21,0,0,1,603.25,196.48,12.41
22,0,0,1,588.75,221.04,13.63
23,0,0,1,602.5,196.48,12.4
24,0,0,1,597.12,221.04,13.82
25,0,0,1,600.88,196.48,12.36
26,0,0,1,603.62,196.48,12.42
27,0,0,1,601.75,196.48,12.38
28,0,0,1,601.75,196.48,12.38
29,0,0,1,598.62,196.48,12.32
30,0,0,1,600.38,196.48,12.35
31,0,0,1,601.62,196.48,12.38
32,0,0,1,600,221.04,13.89
33,0,0,1,598.25,221.04,13.85
34,0,0,1,600.25,221.04,13.89
35,0,0,1,601.25,221.04,13.92
36,0,0,1,600.88,221.04,13.91
37,0,0,1,600.38,221.04,13.9
38,0,0,1,601.88,196.48,12.38
39,0,0,1,602.38,196.48,12.39
40,0,0,1,601.62,122.8,7.74
41,0,0,1,599.12,122.8,7.7
42,0,0,1,600,122.8,7.72
43,0,0,1,602.38,122.8,7.75
44,0,0,1,601.12,147.36,9.28
45,0,0,1,599.12,147.36,9.25
46,0,0,1,600.62,147.36,9.27
47,0,0,1,602.12,122.8,7.74
48,0,0,1,600.12,122.8,7.72
49,0,0,1,599.38,122.8,7.71
50,0,0,1,599.88,122.8,7.71
51,0,0,1,600,122.8,7.72
52,0,0,1,600.38,122.8,7.72
53,0,0,1,600.75,122.8,7.73
54,0,0,1,599.12,122.8,7.7
55,0,0,1,601.62,122.8,7.74
56,0,0,1,598.75,122.8,7.7
57,0,0,1,600.25,122.8,7.72
58,0,0,1,601,122.8,7.73
59,0,0,1,599.25,122.8,7.71
60,0,0,1,600.25,122.8,7.72
61,0,0,1,601.62,122.8,7.74
62,0,0,1,599.75,122.8,7.71
63,0,0,1,601.5,122.8,7.74
64,0,0,1,600.12,122.8,7.72
65,0,0,1,600.25,122.8,7.72
66,0,0,1,600.38,122.8,7.72
67,0,0,1,609.5,98.24,6.27
68,0,0,1,602.62,98.24,6.2
69,0,0,1,599.38,98.24,6.17
70,0,0,1,599.25,98.24,6.16
71,0,0,1,599.5,98.24,6.17
72,0,0,1,600.5,98.24,6.18
73,0,0,1,599.62,98.24,6.17
74,0,0,1,600,98.24,6.17
75,0,0,1,600.25,98.24,6.18
76,0,0,1,600.38,98.24,6.18
77,0,0,1,600.38,98.24,6.18
78,0,0,1,600.12,98.24,6.17
79,0,0,1,601,98.24,6.18
80,0,0,1,600.12,98.24,6.17
81,0,0,1,599.88,98.24,6.17
82,0,0,1,600.75,98.24,6.18
83,0,0,1,599.25,98.24,6.16
84,0,0,1,600.75,98.24,6.18
85,0,0,1,598,98.24,6.15
86,0,0,1,601.25,98.24,6.19
87,0,0,1,599.62,98.24,6.17
88,0,0,1,601.5,98.24,6.19
89,0,0,1,598.62,98.24,6.16
90,0,0,1,600.38,98.24,6.18
91,0,0,1,599,98.24,6.16
92,0,0,1,599.12,98.24,6.16
93,0,0,1,599.75,98.24,6.17
94,0,0,1,599.62,98.24,6.17
95,0,0,1,599.12,98.24,6.16
96,0,0,1,601.12,98.24,6.18
97,0,0,1,599.12,98.24,6.16
98,0,0,1,599.62,98.24,6.17
99,0,0,1,602,98.24,6.19
100,0,0,1,600.75,98.24,6.18
101,0,0,1,600.62,98.24,6.18
102,0,0,1,598.5,98.24,6.16
103,0,0,1,599,98.24,6.16
104,0,0,1,599.5,98.24,6.17
105,0,0,1,600,98.24,6.17
106,0,0,1,599.38,98.24,6.17
107,0,0,1,600.5,98.24,6.18
108,0,0,1,599.62,98.24,6.17
109,0,0,1,599.75,98.24,6.17
110,0,0,1,600.12,98.24,6.17
111,0,0,1,598.5,98.24,6.16
112,0,0,1,600.38,98.24,6.18
113,0,0,1,602,73.68,4.64
114,0,0,1,598,98.24,6.15
115,0,0,1,599.75,98.24,6.17
116,0,0,1,600,98.24,6.17
117,0,0,1,598.62,98.24,6.16
118,0,0,1,600.25,98.24,6.18
119,0,0,1,599.62,98.24,6.17
120,0,0,1,600,98.24,6.17
121,0,0,1,600.62,98.24,6.18
122,0,0,1,601.12,98.24,6.18
123,0,0,1,599.62,98.24,6.17
124,0,0,1,599.88,98.24,6.17
125,0,0,1,597.75,98.24,6.15
126,0,0,1,599,98.24,6.16
127,0,0,1,600.88,98.24,6.18
128,0,0,1,598.12,98.24,6.15
129,0,0,1,599.62,98.24,6.17
130,0,0,1,600,98.24,6.17
131,0,0,1,600.38,98.24,6.18
132,0,0,1,599.38,98.24,6.17
133,0,0,1,600.75,73.68,4.64
134,0,0,1,597.62,98.24,6.15
135,0,0,1,600.88,73.68,4.64
136,0,0,1,601.25,73.68,4.64
137,0,0,1,600.88,73.68,4.64
138,0,0,1,598.5,98.24,6.16
139,0,0,1,600,73.68,4.63
140,0,0,1,600.75,73.68,4.64
141,0,0,1,599.88,98.24,6.17
142,0,0,1,598,98.24,6.15
143,0,0,1,599.12,73.68,4.62
144,0,0,1,599.38,73.68,4.62
145,0,0,1,597.88,98.24,6.15
146,0,0,1,600.88,73.68,4.64
147,0,0,1,599.62,73.68,4.63
148,0,0,1,599.25,98.24,6.16
149,0,0,1,600.12,73.68,4.63
150,0,0,1,599,98.24,6.16
151,0,0,1,599.62,73.68,4.63
152,0,0,1,599.88,73.68,4.63
153,0,0,1,600,73.68,4.63
154,0,0,1,598.75,98.24,6.16
155,0,0,1,604.25,73.68,4.66
156,0,0,1,599.38,73.68,4.62
157,0,0,1,599.88,73.68,4.63
158,0,0,1,600,73.68,4.63
159,0,0,1,600.75,73.68,4.64
160,0,0,1,600.25,73.68,4.63
161,0,0,1,600.25,73.68,4.63
162,0,0,1,599.5,73.68,4.63
163,0,0,1,599.25,73.68,4.62
164,0,0,1,599.75,73.68,4.63
165,0,0,1,600.5,73.68,4.63
166,0,0,1,599.25,73.68,4.62
167,0,0,1,599,73.68,4.62
168,0,0,1,599.12,73.68,4.62
169,0,0,1,606,122.8,7.79
170,0,0,1,600.12,73.68,4.63
171,0,0,1,599.75,196.48,12.34
172,0,0,1,638,442.08,29.54
173,0,0,1,660.25,196.48,13.58
174,2.03,0.0052,1,720.5,343.84,25.94
175,2.24,0.0052,1,779.75,368.4,30.08
176,2.62,0.0052,1,908.62,491.2,46.74
177,3.3,0.0052,1,1200.62,442.08,55.58
178,3.4,0.0052,1,858,-122.8,0
179,3.04,0.0052,1,842.38,712.24,62.83
180,4.36,0.0052,1,1213.88,589.44,74.93
181,5.47,0.0052,1,1497.5,442.08,69.33
182,6.01,0.0052,1,1490,-196.48,0
183,5.75,0.0052,1,915.88,515.76,49.47
184,6.93,0.0052,1,1120.5,417.52,48.99
185,7.9,0.0052,1,1295.38,515.76,69.96
186,8.59,0.0052,1,1322.88,-171.92,0
187,8.55,0.0052,1,1073.62,589.44,66.27
188,9.43,0.0052,1,1206.88,540.32,68.29
189,9.57,0.0052,1,1105.88,-147.36,0
190,9.61,0.0052,1,915.12,712.24,68.26
191,9.34,0.0052,1,918.25,245.6,23.62
192,8.55,0.0052,1,835.12,-122.8,0
193,7.52,0.0052,1,719.5,-122.8,0
194,6.38,0.0052,1,605.88,-49.12,0
195,5.71,0.0052,1,554.88,319.28,18.55
196,5.61,0.0052,1,885.62,638.56,59.22
197,5.32,0.0052,1,896.88,392.96,36.91
198,5.69,0.0052,1,916.62,417.52,40.08
199,5.99,0.0052,1,971,466.64,47.45
200,6.27,0.0052,1,1012.88,442.08,46.89
201,6.56,0.0052,1,1056,392.96,43.46
202,6.8,0.0052,1,1068,196.48,21.97
203,5.53,0.0052,1,832.62,-122.8,0
204,4.08,0.0052,1,585.25,98.24,6.02
205,3.65,0.0052,1,578.25,171.92,10.41
206,3.62,0.0052,1,646.25,294.72,19.95
207,2.89,0.0052,1,743.5,-122.8,0
208,2.17,0.0052,1,602.88,171.92,10.85
209,0,0,1,605.88,171.92,10.91
210,0,0,1,608.5,73.68,4.7
211,0,0,1,608.25,73.68,4.69
212,0,0,1,600.62,98.24,6.18
213,0,0,1,588.62,122.8,7.57
214,0,0,1,601.75,98.24,6.19
215,0,0,1,599.25,98.24,6.16
216,0,0,1,600.5,98.24,6.18
217,0,0,1,600.88,98.24,6.18
218,0,0,1,600.38,98.24,6.18
219,0,0,1,600.88,98.24,6.18
220,0,0,1,600.88,98.24,6.18
221,0,0,1,600.88,98.24,6.18
222,0,0,1,600,98.24,6.17
223,0,0,1,600.25,98.24,6.18
224,0,0,1,600.12,98.24,6.17
225,0,0,1,601.12,98.24,6.18
226,0,0,1,599.88,98.24,6.17
227,0,0,1,601.25,98.24,6.19
228,0,0,1,600.88,98.24,6.18
229,0,0,1,599.5,98.24,6.17
230,0,0,1,600.12,98.24,6.17
231,0,0,1,599.62,98.24,6.17
232,0,0,1,599.38,98.24,6.17
233,0,0,1,600.12,98.24,6.17
234,0,0,1,600,98.24,6.17
235,0,0,1,601.5,98.24,6.19
236,0,0,1,601.12,98.24,6.18
237,0,0,1,600.38,98.24,6.18
238,0,0,1,598.5,98.24,6.16
239,0,0,1,600.75,98.24,6.18
240,0,0,1,600.38,98.24,6.18
241,0,0,1,600.12,98.24,6.17
242,0,0,1,600.62,98.24,6.18
243,0,0,1,601.62,98.24,6.19
244,0,0,1,601.88,98.24,6.19
245,0,0,1,599.25,98.24,6.16
246,0,0,1,599.25,98.24,6.16
247,0,0,1,600.75,98.24,6.18
248,0,0,1,602.62,73.68,4.65
249,0,0,1,598.5,73.68,4.62
250,0,0,1,598.88,73.68,4.62
251,0,0,1,600.25,73.68,4.63
252,0,0,1,599.88,73.68,4.63
253,0,0,1,598.5,73.68,4.62
254,0,0,1,599.5,73.68,4.63
255,0,0,1,597.38,73.68,4.61
256,0,0,1,600.62,73.68,4.63
257,0,0,1,599.75,73.68,4.63
258,0,0,1,599,73.68,4.62
259,0,0,1,598.25,73.68,4.62
260,0,0,1,598.88,73.68,4.62
261,0,0,1,597,73.68,4.61
262,0,0,1,597.38,73.68,4.61
263,0,0,1,600.38,73.68,4.63
264,0,0,1,598.88,73.68,4.62
265,0,0,1,598.75,73.68,4.62
266,0,0,1,599.62,73.68,4.63
267,0,0,1,597.25,73.68,4.61
268,0,0,1,597.62,73.68,4.61
269,0,0,1,600,73.68,4.63
270,0,0,1,598.38,73.68,4.62
271,0,0,1,598.38,73.68,4.62
272,0,0,1,600.12,73.68,4.63
273,0,0,1,599,73.68,4.62
274,0,0,1,598.5,73.68,4.62
275,0,0,1,599.5,73.68,4.63
276,0,0,1,600,73.68,4.63
277,0,0,1,597.88,73.68,4.61
278,0,0,1,599.75,73.68,4.63
279,0,0,1,597.88,73.68,4.61
280,0,0,1,599.62,73.68,4.63
281,0,0,1,598.88,73.68,4.62
282,0,0,1,599,73.68,4.62
283,0,0,1,598.88,73.68,4.62
284,0,0,1,597.88,73.68,4.61
285,0,0,1,599.5,73.68,4.63
286,0,0,1,598.75,73.68,4.62
287,0,0,1,599.25,73.68,4.62
288,0,0,1,594.62,73.68,4.59
289,0,0,1,599.5,73.68,4.63
290,0,0,1,600.38,73.68,4.63
291,0,0,1,596.5,73.68,4.6
292,0,0,1,596.88,73.68,4.61
293,0,0,1,602.62,49.12,3.1
294,0,0,1,600.5,73.68,4.63
295,0,0,1,590.88,98.24,6.08
296,0,0,1,657.62,368.4,25.37
297,2.42,0.0052,1,984.88,761.36,78.52
298,3.99,0.0052,1,1312.12,49.12,6.75
299,3.73,0.0052,1,931.62,270.16,26.36
300,4.34,0.0052,1,1233.25,442.08,57.09
301,5.22,0.0052,1,1417.88,319.28,47.41
302,5.55,0.0052,1,1479.5,171.92,26.64
303,5.54,0.0052,1,906.38,196.48,18.65
304,6.09,0.0052,1,970.62,442.08,44.93
305,6.03,0.0052,1,984.12,368.4,37.97
306,6.01,0.0052,1,971.75,466.64,47.49
307,6.12,0.0052,1,980.12,442.08,45.37
308,6.08,0.0052,1,971,466.64,47.45
309,6.14,0.0052,1,994.62,589.44,61.39
310,7.01,0.0052,1,1128.88,638.56,75.49
311,7.81,0.0052,1,1268.38,614,81.55
312,7.5,0.0052,1,1107,-147.36,0
313,7.88,0.0052,1,1029.5,564.88,60.9
314,9.82,0.0052,1,1258.25,712.24,93.85
315,10.77,0.0052,1,1300.88,-24.56,0
316,10.41,0.0052,1,1035.62,319.28,34.63
317,11.5,0.0052,1,1136.62,491.2,58.47
318,12.63,0.0052,1,1244.75,515.76,67.23
319,13.5,0.0052,1,1325.5,319.28,44.32
320,13.16,0.0052,1,1009.38,98.24,10.38
321,13.38,0.0052,1,1048,540.32,59.3
322,13.97,0.0052,1,1083,319.28,36.21
323,14.15,0.0052,1,1113,466.64,54.39
324,14.68,0.0052,1,1135.5,368.4,43.81
325,14.95,0.0052,1,1158.75,343.84,41.72
326,14.75,0.0052,1,1128.25,147.36,17.41
327,14.54,0.0052,1,1124.12,196.48,23.13
328,14.3,0.0052,1,1104.25,270.16,31.24
329,14.04,0.0052,1,1087.88,343.84,39.17
330,14.09,0.0052,1,1091.5,245.6,28.07
331,14.24,0.0052,1,1106.88,368.4,42.7
332,14.55,0.0052,1,1131.25,294.72,34.91
333,14.8,0.0052,1,1145.62,294.72,35.36
334,14.88,0.0052,1,1154.62,245.6,29.7
335,14.73,0.0052,1,1141.62,245.6,29.36
336,14.55,0.0052,1,1124.62,245.6,28.92
337,14.61,0.0052,1,1133.88,294.72,34.99
338,14.87,0.0052,1,1153.5,270.16,32.63
339,14.9,0.0052,1,1142,122.8,14.69
340,14.83,0.0052,1,1148.75,147.36,17.73
341,15.26,0.0052,1,1158.62,294.72,35.76
342,15.25,0.0052,1,1192,491.2,61.31
343,15.6,0.0052,1,1205.12,343.84,43.39
344,15.53,0.0052,1,1205.62,392.96,49.61
345,15.85,0.0052,1,1229.5,515.76,66.41
346,16.57,0.0052,1,1292.12,564.88,76.43
347,17.55,0.0052,1,1366.75,614,87.88
348,17.91,0.0052,1,1325.12,-73.68,0
349,18.7,0.0052,1,1121.88,589.44,69.25
350,19.15,0.0052,1,1166,589.44,71.97
351,19.54,0.0052,1,1191.62,319.28,39.84
352,19.34,0.0052,1,1171.75,171.92,21.1
353,19.18,0.0052,1,1156.75,122.8,14.88
354,18.43,0.0052,1,1110.5,0,0
355,17.45,0.0052,1,1055.38,24.56,2.71
356,16.64,0.0052,1,1006.5,24.56,2.59
357,15.86,0.0052,1,961.75,147.36,14.84
358,15.53,0.0052,1,940.38,319.28,31.44
359,15.24,0.0052,1,916.88,245.6,23.58
360,15.07,0.0052,1,913.12,196.48,18.79
361,14.77,0.0052,1,906.88,294.72,27.99
362,14.81,0.0052,1,898.88,368.4,34.68
363,14.91,0.0052,1,909.62,319.28,30.41
364,15,0.0052,1,902.5,417.52,39.46
365,15.18,0.0052,1,927.75,540.32,52.49
366,15.62,0.0052,1,950.75,540.32,53.8
367,16.3,0.0052,1,1001.12,687.68,72.09
368,16.79,0.0087,1,1027.75,515.76,55.51
369,17.56,0.0084,1,1079,663.12,74.93
370,18.61,0.0091,1,1136.5,564.88,67.23
371,18.72,0.0096,1,1140.62,368.4,44
372,18.7,0.0101,1,1132.38,270.16,32.04
373,18.23,0.0111,1,1088.5,49.12,5.6
374,17.53,0.0119,1,1055.75,24.56,2.72
375,16.5,0.0123,1,1002.25,147.36,15.47
376,16.11,0.0126,1,1001,319.28,33.47
377,15.9,0.0121,1,964.75,122.8,12.41
378,15.49,0.0123,1,943.25,270.16,26.69
379,15.54,0.0126,1,949.5,392.96,39.07
380,15.79,0.0128,1,982.12,417.52,42.94
381,15.93,0.0128,1,970.12,392.96,39.92
382,16.01,0.0127,1,970.88,245.6,24.97
383,15.84,0.0122,1,948.75,122.8,12.2
384,15.63,0.0119,1,946,122.8,12.17
385,15.31,0.0119,1,932.38,98.24,9.59
386,14.62,0.0116,1,884.25,0,0
387,14.02,0.0109,1,809.38,196.48,16.65
388,13.87,0.0105,1,914.25,343.84,32.92
389,13.48,0.0105,1,1015.38,-147.36,0
390,12.39,0.01,1,948.38,-122.8,0
391,11.13,0.0099,1,851.12,-122.8,0
392,10.16,0.0097,1,917.88,368.4,35.41
393,8.49,0.0096,1,822.88,-24.56,0
394,7.58,0.0096,1,735.75,122.8,9.46
395,7.35,0.0096,1,716.38,368.4,27.64
396,7.96,0.0096,1,784.38,368.4,30.26
397,8.54,0.0098,1,831.25,319.28,27.79
398,8.61,0.0099,1,842.38,270.16,23.83
399,8.33,0.0101,1,803.38,-49.12,0
400,7.4,0.0103,1,717.62,-24.56,0
401,6.93,0.0103,1,668.62,0,0
402,6.12,0.0102,1,587.5,49.12,3.02
403,5.71,0.0102,1,567.5,196.48,11.68
404,5.27,0.0101,1,831.38,442.08,38.49
405,3.77,0.0101,1,670.25,24.56,1.72
406,2.65,0.0101,1,601.38,171.92,10.83
407,1.32,0.01,1,666.12,270.16,18.85
408,1.38,0.01,1,664.12,466.64,32.45
409,2.45,0.0099,1,872.12,540.32,49.35
410,3.03,0.0098,1,1023.88,319.28,34.23
411,3.09,0.0098,1,1025.62,270.16,29.02
412,3.07,0.0098,1,1045.5,417.52,45.71
413,3.25,0.0098,1,1076.25,196.48,22.14
414,3.1,0.0098,1,1035.75,73.68,7.99
415,2.34,0.0098,1,689,-24.56,0
416,1.8,0.0098,1,584.75,171.92,10.53
417,0,0,1,592.25,196.48,12.19
418,0,0,1,643,294.72,19.84
419,1.78,0.0098,1,709.75,319.28,23.73
420,1.78,0.0098,1,709.75,319.28,23.73
421,1.78,0.0098,1,709.75,319.28,23.73
422,1.78,0.0098,1,709.75,319.28,23.73
423,1.78,0.0098,1,709.75,319.28,23.73
424,1.78,0.0098,1,709.75,319.28,23.73
425,1.78,0.0098,1,709.75,319.28,23.73
426,1.78,0.0098,1,709.75,319.28,23.73
427,1.78,0.0098,1,709.75,319.28,23.73
428,1.78,0.0098,1,709.75,319.28,23.73
429,1.78,0.0098,1,709.75,319.28,23.73
430,1.78,0.0097,1,709.75,319.28,23.73
431,1.78,0.0097,1,709.75,319.28,23.73
432,1.78,0.0097,1,709.75,319.28,23.73
433,1.78,0.0097,1,709.75,319.28,23.73
434,1.78,0.0097,1,709.75,319.28,23.73
435,1.78,0.0096,1,709.75,319.28,23.73
436,1.78,0.0097,1,709.75,319.28,23.73
437,1.78,0.0097,1,709.75,319.28,23.73
438,2.27,0.0096,1,907.62,368.4,35.02
439,2.73,0.0096,1,1066.62,245.6,27.43
440,2.92,0.0096,1,1160.5,221.04,26.86
441,2.85,0.0096,1,1117.5,196.48,22.99
442,2.73,0.0096,1,1049.25,122.8,13.49
443,2.48,0.0096,1,964.75,245.6,24.81
444,2.27,0.0096,1,890.88,245.6,22.91
445,2.17,0.0096,1,757.62,-122.8,0
446,1.56,0.0096,1,591.5,147.36,9.13
447,0.88,0.0096,1,589.38,196.48,12.13
448,0.91,0.0096,1,604.25,171.92,10.88
449,1.13,0.0096,1,602.62,171.92,10.85
450,1.25,0.0096,1,606.12,171.92,10.91
451,1.08,0.0096,1,607.75,171.92,10.94
452,0.81,0.0096,1,615.12,122.8,7.91
453,0.92,0.0096,1,594.38,122.8,7.64
454,0.96,0.0096,1,603.62,147.36,9.31
455,0,0,1,601.62,147.36,9.28
456,0,0,1,674.25,245.6,17.34
457,0,0,1,600.25,49.12,3.09
458,0,0,1,606.38,73.68,4.68
459,0,0,1,671.38,196.48,13.81
460,0,0,1,559.75,122.8,7.2
461,0,0,1,601.75,122.8,7.74
462,0,0,1,572.38,147.36,8.83
463,0,0,1,584.88,98.24,6.02
464,0,0,1,595.88,98.24,6.13
465,0,0,1,586.12,147.36,9.04
466,0,0,1,602.38,122.8,7.75
467,0,0,1,602.38,122.8,7.75
468,0,0,1,601.25,122.8,7.73
469,0,0,1,602.38,98.24,6.2
470,0,0,1,602,98.24,6.19
471,0,0,1,600.25,98.24,6.18
472,0,0,1,599.62,122.8,7.71
473,0,0,1,601,98.24,6.18
474,0,0,1,600.12,98.24,6.17
475,0,0,1,599.75,122.8,7.71
476,0,0,1,599.5,122.8,7.71
477,0,0,1,600.5,122.8,7.72
478,0,0,1,598.88,122.8,7.7
479,0,0,1,601.25,98.24,6.19
480,0,0,1,601.25,98.24,6.19
481,0,0,1,599.5,122.8,7.71
482,0,0,1,600,122.8,7.72
483,0,0,1,599.75,98.24,6.17
484,0,0,1,601.38,98.24,6.19
485,0,0,1,597.88,122.8,7.69
486,0,0,1,598.25,122.8,7.69
487,0,0,1,601.75,122.8,7.74
488,0,0,1,598.75,147.36,9.24
489,0,0,1,599.25,147.36,9.25
490,0,0,1,600.5,147.36,9.27
491,0,0,1,601.12,147.36,9.28
492,0,0,1,600,147.36,9.26
493,0,0,1,600,147.36,9.26
494,0,0,1,599.62,147.36,9.25
495,0,0,1,601,147.36,9.27
496,0,0,1,600.75,147.36,9.27
497,0,0,1,598,147.36,9.23
498,0,0,1,601.12,147.36,9.28
499,0,0,1,602.25,147.36,9.29
500,0,0,1,599.38,147.36,9.25
501,0,0,1,602.5,147.36,9.3
502,0,0,1,599.25,147.36,9.25
503,0,0,1,600.75,147.36,9.27
504,0,0,1,600,147.36,9.26
505,0,0,1,601,147.36,9.27
506,0,0,1,601.38,147.36,9.28
507,0,0,1,600.25,147.36,9.26
508,0,0,1,600.5,147.36,9.27
509,0,0,1,600.88,147.36,9.27
510,0,0,1,601.25,147.36,9.28
511,0,0,1,600.75,147.36,9.27
512,0,0,1,600.88,147.36,9.27
513,0,0,1,601.62,147.36,9.28
514,0,0,1,601.12,147.36,9.28
515,0,0,1,599.25,147.36,9.25
516,0,0,1,598.75,147.36,9.24
517,0,0,1,601.75,147.36,9.29
518,0,0,1,600.75,147.36,9.27
519,0,0,1,599.62,147.36,9.25
520,0,0,1,600.5,147.36,9.27
521,0,0,1,601.88,147.36,9.29
522,0,0,1,597.62,147.36,9.22
523,0,0,1,600.62,147.36,9.27
524,0,0,1,600.38,147.36,9.26
525,0,0,1,602.25,122.8,7.74
526,0,0,1,599.38,147.36,9.25
527,0,0,1,601.62,147.36,9.28
528,0,0,1,599.12,147.36,9.25
529,0,0,1,602.75,147.36,9.3
530,0,0,1,599.38,147.36,9.25
531,0,0,1,600.38,147.36,9.26
532,0,0,1,599.88,147.36,9.26
533,0,0,1,602.5,147.36,9.3
534,0,0,1,600.62,147.36,9.27
535,0,0,1,601,147.36,9.27
536,0,0,1,599.25,147.36,9.25
537,0,0,1,604.38,147.36,9.33
538,0,0,1,603.38,98.24,6.21
539,0,0,1,601.5,98.24,6.19
540,0,0,1,600.75,98.24,6.18
541,0,0,1,601,98.24,6.18
542,0,0,1,601.25,98.24,6.19
543,0,0,1,597.75,122.8,7.69
544,0,0,1,601,98.24,6.18
545,0,0,1,600,98.24,6.17
546,0,0,1,600.38,98.24,6.18
547,0,0,1,600.5,98.24,6.18
548,0,0,1,601.62,98.24,6.19
549,0,0,1,599,98.24,6.16
550,0,0,1,600.88,98.24,6.18
551,0,0,1,600.38,98.24,6.18
552,0,0,1,599.12,98.24,6.16
553,0,0,1,600,98.24,6.17
554,0,0,1,601.12,98.24,6.18
555,0,0,1,599.5,98.24,6.17
556,0,0,1,599.5,98.24,6.17
557,0,0,1,602.75,98.24,6.2
558,0,0,1,599.38,98.24,6.17
559,0,0,1,601,98.24,6.18
560,0,0,1,600.62,98.24,6.18
561,0,0,1,600.5,98.24,6.18
562,0,0,1,601.5,98.24,6.19
563,0,0,1,599.5,98.24,6.17
564,0,0,1,600.25,98.24,6.18
565,0,0,1,600.88,98.24,6.18
566,0,0,1,600.88,98.24,6.18
567,0,0,1,600.5,98.24,6.18
568,0,0,1,600.25,98.24,6.18
569,0,0,1,601,98.24,6.18
570,0,0,1,602,98.24,6.19
571,0,0,1,599.88,98.24,6.17
572,0,0,1,600.12,98.24,6.17
573,0,0,1,600.12,98.24,6.17
574,0,0,1,599.5,98.24,6.17
575,0,0,1,599.88,98.24,6.17
576,0,0,1,600.88,98.24,6.18
577,0,0,1,599.88,98.24,6.17
578,0,0,1,601.62,98.24,6.19
579,0,0,1,601,98.24,6.18
580,0,0,1,601.12,98.24,6.18
581,0,0,1,601.75,98.24,6.19
582,0,0,1,600.62,98.24,6.18
583,0,0,1,600.38,98.24,6.18
584,0,0,1,600.38,98.24,6.18
585,0,0,1,599.12,98.24,6.16
586,0,0,1,601,98.24,6.18
587,0,0,1,601.12,98.24,6.18
588,0,0,1,600.5,98.24,6.18
589,0,0,1,601.88,98.24,6.19
590,0,0,1,600.5,98.24,6.18
591,0,0,1,601.88,98.24,6.19
592,0,0,1,601.38,98.24,6.19
593,0,0,1,609.62,24.56,1.57
594,0,0,1,585.62,98.24,6.02
595,0,0,1,599.38,98.24,6.17
596,0,0,1,586.5,221.04,13.58
597,0,0,1,679.38,171.92,12.23
598,0,0,1,702.38,221.04,16.26
599,0,0,1,717.25,245.6,18.45
600,1.09,0.0097,1,716,343.84,25.78
601,2.63,0.0097,1,933.75,515.76,50.43
602,3.47,0.0098,1,1255.5,343.84,45.21
603,3.88,0.0099,1,1031.88,343.84,37.15
604,4.56,0.0099,1,1227.12,663.12,85.21
605,5.56,0.0099,1,1480,442.08,68.52
606,5.8,0.0099,1,1543.62,417.52,67.49
607,5.68,0.0098,1,1412.38,-196.48,0
608,5.5,0.0097,1,1107.12,614,71.19
609,5.91,0.0096,1,1216.75,663.12,84.49
610,6.41,0.0095,1,1320.25,614,84.89
611,6.8,0.0094,1,1406.38,564.88,83.19
612,6.47,0.0092,1,1198.5,-171.92,0
613,6.52,0.0091,1,1070.38,785.92,88.09
614,7.47,0.009,1,1219.62,638.56,81.56
615,8.31,0.0088,1,1351.75,442.08,62.58
616,8.4,0.0086,1,1067.5,294.72,32.95
617,8.96,0.0086,1,1119.75,589.44,69.12
618,9.67,0.0089,1,1228,540.32,69.48
619,10.11,0.0092,1,1012.5,-24.56,0
620,10.71,0.0093,1,1057.12,712.24,78.85
621,11.59,0.0092,1,1132.5,515.76,61.17
622,12.09,0.0088,1,1187.25,491.2,61.07
623,12.43,0.0083,1,1225.12,466.64,59.87
624,12.81,0.0079,1,1257.75,319.28,42.05
625,12.91,0.0078,1,1267.62,368.4,48.9
626,12.26,0.0079,1,1136.25,-147.36,0
627,12.84,0.0079,1,946.88,515.76,51.14
628,12.4,0.0077,1,951.38,540.32,53.83
629,12.22,0.0074,1,946.25,515.76,51.11
630,12.07,0.0068,1,943.12,614,60.64
631,12.24,0.0064,1,941.25,614,60.52
632,12.34,0.0063,1,938.38,614,60.34
633,12.34,0.006,1,947.38,564.88,56.04
634,12.38,0.0056,1,966.38,614,62.14
635,12.45,0.0055,1,957.88,466.64,46.81
636,12.49,0.0055,1,951,319.28,31.8
637,11.84,0.0053,1,914.88,270.16,25.88
638,11.93,0.0051,1,899.12,343.84,32.37
639,11.81,0.005,1,911.38,466.64,44.54
640,11.93,0.005,1,909.25,540.32,51.45
641,12.12,0.0048,1,924.12,491.2,47.54
642,12.1,0.0045,1,956,515.76,51.63
