"Time (seconds)","Speed (mph)","Grade (rise/run)","Key On/Off (1/0)","Engine Speed (rpm)","Engine Torque (Nm)","Engine Power (kW)"
0,0,0,1,600.62,77.04,4.85
1,0,0,1,602.5,77.04,4.86
2,0,0,1,596.12,102.72,6.41
3,0,0,1,666.88,51.36,3.59
4,0,0,1,703.88,205.44,15.14
5,1.13,0.0016,1,654.12,102.72,7.04
6,1.34,0.0016,1,659.38,128.4,8.87
7,1.63,0.0016,1,659.12,205.44,14.18
8,2.02,0.0016,1,629.5,51.36,3.39
9,2.01,0.0016,1,630,154.08,10.17
10,2.26,0.0016,1,597.12,102.72,6.42
11,1.88,0.0016,1,603.25,77.04,4.87
12,1.42,0.0016,1,597.5,102.72,6.43
13,0.68,0.0016,1,694.25,102.72,7.47
14,0,0,1,694,154.08,11.2
15,0,0,1,707.88,205.44,15.23
16,0.88,0.0016,1,699.88,205.44,15.06
17,1.29,0.0016,1,707.75,179.76,13.32
18,1.76,0.0016,1,653.25,-25.68,0
19,1.57,0.0016,1,603.38,77.04,4.87
20,1.16,0.0016,1,594.5,128.4,7.99
21,0.96,0.0016,1,699.75,154.08,11.29
22,1.12,0.0016,1,693.75,128.4,9.33
23,1.16,0.0016,1,601.38,128.4,8.09
24,0.84,0.0016,1,602.25,231.12,14.58
25,0.79,0.0016,1,683.62,154.08,11.03
26,0,0,1,711.25,154.08,11.48
27,0.92,0.0016,1,703.75,179.76,13.25
28,1.03,0.0016,1,587,77.04,4.74
29,0.88,0.0016,1,708.5,51.36,3.81
30,0.83,0.0016,1,698.88,179.76,13.16
31,0.7,0.0016,1,685.75,308.16,22.13
32,0,0,1,633,0,0
33,0,0,1,704.62,179.76,13.26
34,0.64,0.0016,1,694.88,128.4,9.34
35,0.76,0.0016,1,629.38,154.08,10.16
36,0,0,1,697.12,154.08,11.25
37,0,0,1,702.5,128.4,9.45
38,0,0,1,701.62,154.08,11.32
39,0,0,1,697.5,128.4,9.38
40,0,0,1,720.5,179.76,13.56
41,0,0,1,720.38,256.8,19.37
42,0,0,1,729.25,308.16,23.53
43,0,0,1,758.62,179.76,14.28
44,0,0,1,771.75,308.16,24.9
45,0,0,1,774.62,-102.72,0
46,0,0,1,618.12,102.72,6.65
47,0.71,0.0016,1,610.38,77.04,4.92
48,0,0,1,600.25,102.72,6.46
49,0,0,1,672.12,256.8,18.07
50,0.83,0.0016,1,603.75,0,0
51,0.95,0.0016,1,571.62,128.4,7.69
52,0,0,1,597.62,102.72,6.43
53,0,0,1,600.38,102.72,6.46
54,0,0,1,667,51.36,3.59
55,0,0,1,697.5,487.92,35.64
56,2.61,0.0016,1,573,128.4,7.7
57,1.34,0.0016,1,591.88,102.72,6.37
58,0,0,1,606.12,102.72,6.52
59,0,0,1,711,282.48,21.03
60,0,0,1,575,128.4,7.73
61,0,0,1,584.25,128.4,7.86
62,0,0,1,599.5,128.4,8.06
63,0,0,1,602.12,128.4,8.1
64,0,0,1,653.38,590.64,40.41
65,0,0,1,620.12,128.4,8.34
66,0,0,1,610.75,102.72,6.57
67,0,0,1,603.88,102.72,6.5
68,0,0,1,601,102.72,6.46
69,0,0,1,600.75,102.72,6.46
70,0,0,1,601,102.72,6.46
71,0,0,1,598.75,102.72,6.44
72,0,0,1,605.12,102.72,6.51
73,0,0,1,599.25,102.72,6.45
74,0,0,1,602,102.72,6.48
75,0,0,1,600.62,102.72,6.46
76,0,0,1,598.5,102.72,6.44
77,0,0,1,599.38,102.72,6.45
78,0,0,1,598.75,102.72,6.44
79,0,0,1,599.75,102.72,6.45
80,0,0,1,601.12,102.72,6.47
81,0,0,1,600.5,102.72,6.46
82,0,0,1,600,102.72,6.45
83,0,0,1,599.25,102.72,6.45
84,0,0,1,600.62,102.72,6.46
85,0,0,1,598.5,102.72,6.44
86,0,0,1,600.38,102.72,6.46
87,0,0,1,600.75,102.72,6.46
88,0,0,1,602.12,102.72,6.48
89,0,0,1,601.12,102.72,6.47
90,0,0,1,597.88,102.72,6.43
91,0,0,1,599.38,102.72,6.45
92,0,0,1,597.62,102.72,6.43
93,0,0,1,600,102.72,6.45
94,0,0,1,596.5,128.4,8.02
95,0,0,1,601.88,102.72,6.47
96,0,0,1,600.75,102.72,6.46
97,0,0,1,600,128.4,8.07
98,0,0,1,600.12,128.4,8.07
99,0,0,1,602.75,102.72,6.48
100,0,0,1,601,102.72,6.46
101,0,0,1,599.38,102.72,6.45
102,0,0,1,601,102.72,6.46
103,0,0,1,599.25,102.72,6.45
104,0,0,1,600.62,102.72,6.46
105,0,0,1,599.5,102.72,6.45
106,0,0,1,598.88,102.72,6.44
107,0,0,1,601,102.72,6.46
108,0,0,1,600.88,102.72,6.46
109,0,0,1,606.5,102.72,6.52
110,0,0,1,601.38,77.04,4.85
111,0,0,1,599,77.04,4.83
112,0,0,1,600.25,77.04,4.84
113,0,0,1,601.38,77.04,4.85
114,0,0,1,603.12,77.04,4.87
115,0,0,1,599.5,77.04,4.84
116,0,0,1,598.38,77.04,4.83
117,0,0,1,600.38,77.04,4.84
118,0,0,1,600.62,77.04,4.85
119,0,0,1,598.75,77.04,4.83
120,0,0,1,600,77.04,4.84
121,0,0,1,602.12,77.04,4.86
122,0,0,1,600.5,77.04,4.84
123,0,0,1,599.62,77.04,4.84
124,0,0,1,599.38,102.72,6.45
125,0,0,1,599.75,102.72,6.45
126,0,0,1,601.88,102.72,6.47
127,0,0,1,601.88,102.72,6.47
128,0,0,1,602,102.72,6.48
129,0,0,1,600.88,77.04,4.85
130,0,0,1,600.12,77.04,4.84
131,0,0,1,599,77.04,4.83
132,0,0,1,596.25,102.72,6.41
133,0,0,1,603.12,77.04,4.87
134,0,0,1,598.62,77.04,4.83
135,0,0,1,600.5,77.04,4.84
136,0,0,1,601,77.04,4.85
137,0,0,1,599.5,77.04,4.84
138,0,0,1,600.12,77.04,4.84
139,0,0,1,600.5,77.04,4.84
140,0,0,1,600.25,77.04,4.84
141,0,0,1,600.5,77.04,4.84
142,0,0,1,601.38,77.04,4.85
143,0,0,1,599.12,77.04,4.83
144,0,0,1,600.38,77.04,4.84
145,0,0,1,600,77.04,4.84
146,0,0,1,600.75,77.04,4.85
147,0,0,1,600.38,77.04,4.84
148,0,0,1,600.25,77.04,4.84
149,0,0,1,599.62,77.04,4.84
150,0,0,1,596.75,102.72,6.42
151,0,0,1,601.38,102.72,6.47
152,0,0,1,599.38,102.72,6.45
153,0,0,1,600.25,102.72,6.46
154,0,0,1,600,102.72,6.45
155,0,0,1,602.62,77.04,4.86
156,0,0,1,599.38,77.04,4.84
157,0,0,1,600.88,77.04,4.85
158,0,0,1,599.62,77.04,4.84
159,0,0,1,600.75,77.04,4.85
160,0,0,1,600.88,77.04,4.85
161,0,0,1,598.88,77.04,4.83
162,0,0,1,600.5,77.04,4.84
163,0,0,1,600.25,77.04,4.84
164,0,0,1,601.62,77.04,4.85
165,0,0,1,600.5,77.04,4.84
166,0,0,1,600.38,77.04,4.84
167,0,0,1,601.5,77.04,4.85
168,0,0,1,602,77.04,4.86
169,0,0,1,599.12,77.04,4.83
170,0,0,1,599.5,77.04,4.84
171,0,0,1,598.25,102.72,6.44
172,0,0,1,600.38,102.72,6.46
173,0,0,1,600.38,102.72,6.46
174,0,0,1,599,102.72,6.44
175,0,0,1,601.62,102.72,6.47
176,0,0,1,599.38,102.72,6.45
177,0,0,1,598.5,102.72,6.44
178,0,0,1,599.5,102.72,6.45
179,0,0,1,600.75,102.72,6.46
180,0,0,1,600.12,102.72,6.46
181,0,0,1,600.62,102.72,6.46
182,0,0,1,600.88,102.72,6.46
183,0,0,1,596.38,128.4,8.02
184,0,0,1,601.12,102.72,6.47
185,0,0,1,598.88,128.4,8.05
186,0,0,1,602,102.72,6.48
187,0,0,1,600.25,102.72,6.46
188,0,0,1,602.62,102.72,6.48
189,0,0,1,602.62,102.72,6.48
190,0,0,1,602.12,102.72,6.48
191,0,0,1,597.88,102.72,6.43
192,0,0,1,603.25,102.72,6.49
193,0,0,1,598.12,102.72,6.43
194,0,0,1,601.25,102.72,6.47
195,0,0,1,600.25,102.72,6.46
196,0,0,1,599.38,102.72,6.45
197,0,0,1,599.25,102.72,6.45
198,0,0,1,598.5,102.72,6.44
199,0,0,1,603.12,102.72,6.49
200,0,0,1,600.25,102.72,6.46
201,0,0,1,600.25,102.72,6.46
202,0,0,1,600.5,102.72,6.46
203,0,0,1,600.62,102.72,6.46
204,0,0,1,600.5,102.72,6.46
205,0,0,1,599.62,102.72,6.45
206,0,0,1,598.75,102.72,6.44
207,0,0,1,602.25,102.72,6.48
208,0,0,1,600.88,102.72,6.46
209,0,0,1,599.12,102.72,6.44
210,0,0,1,600.62,102.72,6.46
211,0,0,1,602.12,102.72,6.48
212,0,0,1,601.38,102.72,6.47
213,0,0,1,599.25,102.72,6.45
214,0,0,1,600.38,102.72,6.46
215,0,0,1,605.62,77.04,4.89
216,0,0,1,604.75,77.04,4.88
217,0,0,1,597.38,102.72,6.43
218,0,0,1,601,102.72,6.46
219,0,0,1,600.62,102.72,6.46
220,0,0,1,600.25,102.72,6.46
221,0,0,1,598.25,102.72,6.44
222,0,0,1,601.75,77.04,4.85
223,0,0,1,601.12,77.04,4.85
224,0,0,1,602,77.04,4.86
225,0,0,1,601,77.04,4.85
226,0,0,1,599.62,77.04,4.84
227,0,0,1,601.38,77.04,4.85
228,0,0,1,598.5,77.04,4.83
229,0,0,1,600.88,77.04,4.85
230,0,0,1,599.12,77.04,4.83
231,0,0,1,599.5,77.04,4.84
232,0,0,1,598.88,77.04,4.83
233,0,0,1,600.25,77.04,4.84
234,0,0,1,599.38,77.04,4.84
235,0,0,1,597.88,77.04,4.82
236,0,0,1,601.62,77.04,4.85
237,0,0,1,600.62,77.04,4.85
238,0,0,1,599.88,77.04,4.84
239,0,0,1,598,77.04,4.82
240,0,0,1,601.5,77.04,4.85
241,0,0,1,599.5,77.04,4.84
242,0,0,1,600.75,77.04,4.85
243,0,0,1,599.5,77.04,4.84
244,0,0,1,601.5,77.04,4.85
245,0,0,1,600,77.04,4.84
246,0,0,1,602.38,77.04,4.86
247,0,0,1,597.62,77.04,4.82
248,0,0,1,600.62,77.04,4.85
249,0,0,1,598.88,77.04,4.83
250,0,0,1,600.75,77.04,4.85
251,0,0,1,597.88,102.72,6.43
252,0,0,1,599.62,102.72,6.45
253,0,0,1,599.88,102.72,6.45
254,0,0,1,600.5,102.72,6.46
255,0,0,1,599.75,102.72,6.45
256,0,0,1,602.25,77.04,4.86
257,0,0,1,602.38,77.04,4.86
258,0,0,1,600.12,77.04,4.84
259,0,0,1,597.62,77.04,4.82
260,0,0,1,598.12,77.04,4.83
261,0,0,1,600.75,77.04,4.85
262,0,0,1,600.88,77.04,4.85
263,0,0,1,599.12,77.04,4.83
264,0,0,1,598.62,77.04,4.83
265,0,0,1,601.5,77.04,4.85
266,0,0,1,599.12,77.04,4.83
267,0,0,1,601.75,77.04,4.85
268,0,0,1,600.5,77.04,4.84
269,0,0,1,600,77.04,4.84
270,0,0,1,600.25,77.04,4.84
271,0,0,1,600.5,77.04,4.84
272,0,0,1,600.5,77.04,4.84
273,0,0,1,599.25,77.04,4.83
274,0,0,1,600.75,77.04,4.85
275,0,0,1,599.62,77.04,4.84
276,0,0,1,603.88,77.04,4.87
277,0,0,1,599,77.04,4.83
278,0,0,1,596.38,102.72,6.42
279,0,0,1,600.62,77.04,4.85
280,0,0,1,600.38,77.04,4.84
281,0,0,1,599,77.04,4.83
282,0,0,1,600.38,77.04,4.84
283,0,0,1,603,77.04,4.86
284,0,0,1,595.88,77.04,4.81
285,0,0,1,598.12,102.72,6.43
286,0,0,1,600.38,102.72,6.46
287,0,0,1,600.62,102.72,6.46
288,0,0,1,601.25,102.72,6.47
289,0,0,1,598.25,102.72,6.44
290,0,0,1,601.5,77.04,4.85
291,0,0,1,602.75,77.04,4.86
292,0,0,1,598.12,77.04,4.83
293,0,0,1,601.25,77.04,4.85
294,0,0,1,600,77.04,4.84
295,0,0,1,597.38,77.04,4.82
296,1.19,0.0016,1,597.25,77.04,4.82
297,0,0,1,598.38,77.04,4.83
298,0,0,1,595.5,102.72,6.41
299,0,0,1,598.12,102.72,6.43
300,0,0,1,601.5,102.72,6.47
301,0,0,1,598.88,102.72,6.44
302,0,0,1,601.88,102.72,6.47
303,0,0,1,594.62,102.72,6.4
304,0,0,1,600.75,102.72,6.46
305,0,0,1,600.88,102.72,6.46
306,0,0,1,600.62,102.72,6.46
307,0,0,1,599.12,102.72,6.44
308,0,0,1,599.62,102.72,6.45
309,0,0,1,601.25,102.72,6.47
310,0,0,1,599.25,102.72,6.45
311,0,0,1,600.38,102.72,6.46
312,0,0,1,602,102.72,6.48
313,0,0,1,599.12,102.72,6.44
314,0,0,1,601.5,102.72,6.47
315,0,0,1,600.25,102.72,6.46
316,0,0,1,601.25,102.72,6.47
317,0,0,1,599.38,102.72,6.45
318,0,0,1,597.5,102.72,6.43
319,0,0,1,602.25,102.72,6.48
320,0,0,1,601.75,102.72,6.47
321,0,0,1,598.12,102.72,6.43
322,0,0,1,599.38,102.72,6.45
323,0,0,1,600,102.72,6.45
324,0,0,1,603.5,102.72,6.49
325,0,0,1,600.5,102.72,6.46
326,0,0,1,599,102.72,6.44
327,0,0,1,598.88,102.72,6.44
328,0,0,1,600.5,102.72,6.46
329,0,0,1,601.12,102.72,6.47
330,0,0,1,600.25,102.72,6.46
331,0,0,1,600,102.72,6.45
332,0,0,1,600.5,102.72,6.46
333,0,0,1,601.75,102.72,6.47
334,0,0,1,598.75,102.72,6.44
335,0,0,1,599,102.72,6.44
336,0,0,1,601.12,102.72,6.47
337,0,0,1,601.25,102.72,6.47
338,0,0,1,602,102.72,6.48
339,0,0,1,601.12,102.72,6.47
340,0,0,1,600.5,102.72,6.46
341,0,0,1,599.88,102.72,6.45
342,0,0,1,601,102.72,6.46
343,0,0,1,600.62,102.72,6.46
344,0,0,1,600.75,102.72,6.46
345,0,0,1,600.5,102.72,6.46
346,0,0,1,598.75,102.72,6.44
347,0,0,1,598.12,102.72,6.43
348,0,0,1,602.88,102.72,6.49
349,0,0,1,597.38,102.72,6.43
350,0,0,1,600.5,102.72,6.46
351,0,0,1,599.38,102.72,6.45
352,0,0,1,598.88,102.72,6.44
353,0,0,1,601,102.72,6.46
354,0,0,1,604.25,102.72,6.5
355,0,0,1,600.38,102.72,6.46
356,0,0,1,602.5,102.72,6.48
357,0,0,1,599.12,102.72,6.44
358,0,0,1,600,102.72,6.45
359,0,0,1,600.25,102.72,6.46
360,0,0,1,600.25,102.72,6.46
361,0,0,1,599.5,102.72,6.45
362,0,0,1,600,102.72,6.45
363,0,0,1,598.88,102.72,6.44
364,0,0,1,600.12,102.72,6.46
365,0,0,1,603.75,102.72,6.49
366,0,0,1,600.25,102.72,6.46
367,0,0,1,601.5,102.72,6.47
368,0,0,1,600.25,102.72,6.46
369,0,0,1,601,102.72,6.46
370,0,0,1,600.38,102.72,6.46
371,0,0,1,597.25,102.72,6.42
372,0,0,1,601.62,102.72,6.47
373,0,0,1,601,102.72,6.46
374,0,0,1,598.75,102.72,6.44
375,0,0,1,600.25,102.72,6.46
376,0,0,1,602.75,102.72,6.48
377,0,0,1,598.88,102.72,6.44
378,0,0,1,599,102.72,6.44
379,0,0,1,599.88,102.72,6.45
380,0,0,1,601,102.72,6.46
381,0,0,1,598.5,102.72,6.44
382,0,0,1,599.75,102.72,6.45
383,0,0,1,599.75,102.72,6.45
384,0,0,1,601.25,102.72,6.47
385,0,0,1,600.38,102.72,6.46
386,0,0,1,599.88,102.72,6.45
387,0,0,1,608.62,77.04,4.91
388,0,0,1,602.75,77.04,4.86
389,0,0,1,599.5,77.04,4.84
390,0,0,1,598.62,77.04,4.83
391,0,0,1,599.88,77.04,4.84
392,0,0,1,601.75,77.04,4.85
393,0,0,1,600.38,77.04,4.84
394,0,0,1,599.38,77.04,4.84
395,0,0,1,598.5,77.04,4.83
396,0,0,1,599.12,77.04,4.83
397,0,0,1,598,77.04,4.82
398,0,0,1,603.25,77.04,4.87
399,0,0,1,597.88,77.04,4.82
400,0,0,1,598.62,77.04,4.83
401,0,0,1,598.88,77.04,4.83
402,0,0,1,600.5,77.04,4.84
403,0,0,1,601.88,77.04,4.86
404,0,0,1,601.75,77.04,4.85
405,0,0,1,599,77.04,4.83
406,0,0,1,597.62,77.04,4.82
407,0,0,1,599.5,77.04,4.84
408,0,0,1,598.75,102.72,6.44
409,0,0,1,593,102.72,6.38
410,0,0,1,589.25,154.08,9.51
411,0,0,1,600.5,154.08,9.69
412,0,0,1,598,154.08,9.65
413,0,0,1,598.75,154.08,9.66
414,0,0,1,599,154.08,9.66
415,0,0,1,598.88,154.08,9.66
416,0,0,1,598.5,154.08,9.66
417,0,0,1,598.88,154.08,9.66
418,0,0,1,598.75,154.08,9.66
419,0,0,1,597.88,154.08,9.65
420,0,0,1,599.38,154.08,9.67
421,0,0,1,598.5,154.08,9.66
422,0,0,1,599.5,154.08,9.67
423,0,0,1,599.12,154.08,9.67
424,0,0,1,599.62,154.08,9.68
425,0,0,1,597.75,154.08,9.64
426,0,0,1,599.5,154.08,9.67
427,0,0,1,598,154.08,9.65
428,0,0,1,599.88,154.08,9.68
429,0,0,1,600.25,154.08,9.69
430,0,0,1,599.75,154.08,9.68
431,0,0,1,599,154.08,9.66
432,0,0,1,598.5,154.08,9.66
433,0,0,1,599,154.08,9.66
434,0,0,1,599.38,154.08,9.67
435,0,0,1,598.88,154.08,9.66
436,0,0,1,597.88,154.08,9.65
437,0,0,1,600,154.08,9.68
438,0,0,1,599.5,154.08,9.67
439,0,0,1,599.62,154.08,9.68
440,0,0,1,595.62,179.76,11.21
441,0,0,1,598.25,179.76,11.26
442,0,0,1,600.88,154.08,9.7
443,0,0,1,599.25,154.08,9.67
444,0,0,1,599.38,154.08,9.67
445,0,0,1,602.12,154.08,9.72
446,0,0,1,600.12,154.08,9.68
447,0,0,1,599.12,154.08,9.67
448,0,0,1,599.38,154.08,9.67
449,0,0,1,600.12,154.08,9.68
450,0,0,1,599.5,154.08,9.67
451,0,0,1,598.12,154.08,9.65
452,0,0,1,599.75,154.08,9.68
453,0,0,1,598.12,154.08,9.65
454,0,0,1,598.62,154.08,9.66
455,0,0,1,599.62,154.08,9.68
456,0,0,1,600.25,154.08,9.69
457,0,0,1,599.12,154.08,9.67
458,0,0,1,598.75,154.08,9.66
459,0,0,1,599.88,154.08,9.68
460,0,0,1,599.12,154.08,9.67
461,0,0,1,599.25,154.08,9.67
462,0,0,1,599.62,154.08,9.68
463,0,0,1,600,154.08,9.68
464,0,0,1,598.62,154.08,9.66
465,0,0,1,598.38,154.08,9.65
466,0,0,1,598.88,154.08,9.66
467,0,0,1,601.12,154.08,9.7
468,0,0,1,600.38,154.08,9.69
469,0,0,1,600.88,154.08,9.7
470,0,0,1,598.25,154.08,9.65
471,0,0,1,598.38,179.76,11.26
472,0,0,1,598.25,154.08,9.65
473,0,0,1,599.88,154.08,9.68
474,0,0,1,599.38,154.08,9.67
475,0,0,1,601.38,154.08,9.7
476,0,0,1,599.38,154.08,9.67
477,0,0,1,599.62,154.08,9.68
478,0,0,1,598.88,154.08,9.66
479,0,0,1,600,154.08,9.68
480,0,0,1,597.75,154.08,9.64
481,0,0,1,597.5,154.08,9.64
482,0,0,1,599.38,154.08,9.67
483,0,0,1,600.12,154.08,9.68
484,0,0,1,599.62,154.08,9.68
485,0,0,1,596.75,154.08,9.63
486,0,0,1,599.25,154.08,9.67
487,0,0,1,600.25,154.08,9.69
488,0,0,1,599.5,154.08,9.67
489,0,0,1,598.62,154.08,9.66
490,0,0,1,600.88,154.08,9.7
491,0,0,1,600.12,154.08,9.68
492,0,0,1,598.62,154.08,9.66
493,0,0,1,599.75,154.08,9.68
494,0,0,1,599.62,154.08,9.68
495,0,0,1,600.12,154.08,9.68
496,0,0,1,599.25,154.08,9.67
497,0,0,1,599.25,154.08,9.67
498,0,0,1,598.75,154.08,9.66
499,0,0,1,597,154.08,9.63
500,0,0,1,598.25,154.08,9.65
501,0,0,1,599,154.08,9.66
502,0,0,1,598.5,179.76,11.27
503,0,0,1,600.75,154.08,9.69
504,0,0,1,602.75,154.08,9.73
505,0,0,1,599.62,154.08,9.68
506,0,0,1,599.12,154.08,9.67
507,0,0,1,600.5,154.08,9.69
508,0,0,1,598.38,154.08,9.65
509,0,0,1,599.25,154.08,9.67
510,0,0,1,599.75,154.08,9.68
511,0,0,1,600.25,154.08,9.69
512,0,0,1,598.88,154.08,9.66
513,0,0,1,599.62,154.08,9.68
514,0,0,1,600.25,154.08,9.69
515,0,0,1,599.38,154.08,9.67
516,0,0,1,599.12,154.08,9.67
517,0,0,1,599.12,154.08,9.67
518,0,0,1,600.38,154.08,9.69
519,0,0,1,604,154.08,9.75
520,0,0,1,606.88,77.04,4.9
521,0,0,1,580.12,154.08,9.36
522,0,0,1,595.88,154.08,9.61
523,0,0,1,598.88,154.08,9.66
524,0,0,1,624.62,102.72,6.72
525,0,0,1,604.12,77.04,4.87
526,1.03,0.0016,1,639.88,-25.68,0
527,1.62,0.0016,1,594.25,77.04,4.79
528,2.11,0.0016,1,600.25,77.04,4.84
529,2.62,0.0016,1,622,25.68,1.67
530,2.54,0.0016,1,646.38,102.72,6.95
531,2.78,0.0016,1,725.12,128.4,9.75
532,3.05,0.0016,1,743.12,128.4,9.99
533,3.15,0.0016,1,770.75,154.08,12.44
534,3.26,0.0016,1,809.75,256.8,21.78
535,3.56,0.0016,1,863,205.44,18.57
536,3.88,0.0016,1,875.38,231.12,21.19
537,3.78,0.0016,1,916.12,282.48,27.1
538,4.3,0.0016,1,978.12,256.8,26.3
539,4.36,0.0016,1,1075,308.16,34.69
540,4.76,0.0016,1,1178.88,231.12,28.53
541,5.13,0.0016,1,1051.5,-128.4,0
542,4.83,0.0016,1,977.12,359.52,36.79
543,5.31,0.0016,1,1082.5,308.16,34.93
544,5.69,0.0016,1,1126,282.48,33.31
545,5.85,0.0016,1,1141.12,256.8,30.69
546,6.01,0.0016,1,1171.38,231.12,28.35
547,6.1,0.0016,1,1197.38,205.44,25.76
548,6.24,0.0016,1,1177.12,231.12,28.49
549,6.13,0.0016,1,1172.5,179.76,22.07
550,6.11,0.0016,1,1131.25,102.72,12.17
551,5.82,0.0016,1,1026.75,25.68,2.76
552,5.28,0.0016,1,988.75,51.36,5.32
553,5.06,0.0016,1,793.38,-128.4,0
554,4.16,0.0016,1,708.62,-51.36,0
555,3.65,0.0016,1,772.12,462.24,37.38
556,4.28,0.0016,1,1141.12,1258.32,150.37
557,6.75,0.0016,1,1298,-154.08,0
558,7,0.0016,1,853.75,616.32,55.1
559,8.12,0.0016,1,1084,1566.48,177.82
560,10.27,0.0016,1,1399.75,1155.6,169.39
561,12.86,0.0016,1,1427.88,-179.76,0
562,12.56,0.0016,1,926.25,308.16,29.89
563,12.61,0.0016,1,955.5,1438.08,143.89
564,13.89,0.0016,1,1094.25,2028.72,232.47
565,16.35,0.0016,1,1281.5,1951.68,261.91
566,18.96,0.0016,1,1414.25,539.28,79.87
567,19.82,0.0016,1,1177.38,462.24,56.99
568,20.23,0.0016,1,1210.88,2003.04,253.99
569,22.09,0.0016,1,1330.12,1951.68,271.85
570,24.12,0.0016,1,1339.38,-154.08,0
571,24.08,0.0016,1,1069,1232.64,137.99
572,24.63,0.0016,1,1128.75,2028.72,239.8
573,26.32,0.0016,1,1183,1129.92,139.98
574,26.84,0.0016,1,1199.38,282.48,35.48
575,27.45,0.0016,1,1209.25,77.04,9.76
576,27.23,0.0016,1,1200.88,-102.72,0
577,26.92,0.0016,1,1186.12,-128.4,0
578,26.68,0.0016,1,1161.62,-128.4,0
579,26.24,0.0016,1,1140.12,-128.4,0
580,25.65,0.0016,1,1103.62,-128.4,0
581,24.97,0.0016,1,1075,-128.4,0
582,23.1,0.0016,1,959.25,-128.4,0
583,20.22,0.0016,1,854.88,-102.72,0
584,17.62,0.0016,1,719,-102.72,0
585,14.79,0.0016,1,607,102.72,6.53
586,11.64,0.0016,1,602.38,102.72,6.48
587,8.54,0.0016,1,601.62,77.04,4.85
588,5.88,0.0016,1,598.88,77.04,4.83
589,4.22,0.0016,1,603.12,77.04,4.87
590,2.86,0.0016,1,584.88,102.72,6.29
591,1.29,0.0016,1,603,77.04,4.86
592,0,0,1,599.88,102.72,6.45
593,0,0,1,599.25,77.04,4.83
594,0,0,1,599.38,77.04,4.84
595,0,0,1,599.5,77.04,4.84
596,0,0,1,599.62,77.04,4.84
597,0,0,1,598,77.04,4.82
598,0,0,1,594.62,102.72,6.4
599,0,0,1,599,77.04,4.83
600,0,0,1,600.25,77.04,4.84
601,0,0,1,600.5,77.04,4.84
602,0,0,1,598.38,77.04,4.83
603,0,0,1,600.62,77.04,4.85
604,0,0,1,599.12,77.04,4.83
605,0,0,1,599.25,77.04,4.83
606,0,0,1,599,77.04,4.83
607,0,0,1,597.5,77.04,4.82
608,0,0,1,599.62,77.04,4.84
609,0,0,1,603.12,77.04,4.87
610,0,0,1,599.12,77.04,4.83
611,0,0,1,600.62,77.04,4.85
612,0,0,1,600.25,77.04,4.84
613,0,0,1,596.12,102.72,6.41
614,0,0,1,598.25,102.72,6.44
615,0,0,1,601.25,102.72,6.47
616,0,0,1,600.38,102.72,6.46
617,0,0,1,600.88,102.72,6.46
618,0,0,1,603.38,102.72,6.49
619,0,0,1,603.62,77.04,4.87
620,0,0,1,599.25,77.04,4.83
621,0,0,1,598.88,77.04,4.83
622,0,0,1,598.75,77.04,4.83
623,0,0,1,599.62,77.04,4.84
624,0,0,1,598.38,77.04,4.83
625,0,0,1,601.75,77.04,4.85
626,0,0,1,598,77.04,4.82
627,0,0,1,599.5,77.04,4.84
628,0,0,1,600.88,77.04,4.85
629,0,0,1,599.12,77.04,4.83
630,0,0,1,598.5,77.04,4.83
631,0,0,1,599.5,77.04,4.84
632,0,0,1,600.88,77.04,4.85
633,0,0,1,599.75,77.04,4.84
634,0,0,1,600.25,77.04,4.84
635,0,0,1,601,77.04,4.85
636,0,0,1,597.75,77.04,4.82
637,0,0,1,601.62,77.04,4.85
638,0,0,1,597.38,77.04,4.82
639,0,0,1,599.12,77.04,4.83
640,0,0,1,599.75,77.04,4.84
641,0,0,1,600.12,77.04,4.84
642,0,0,1,600.62,77.04,4.85
643,0,0,1,602.12,77.04,4.86
644,0,0,1,600.62,77.04,4.85
645,0,0,1,601.12,77.04,4.85
646,0,0,1,601,77.04,4.85
647,0,0,1,598.12,102.72,6.43
648,0,0,1,598.38,102.72,6.44
649,0,0,1,599.38,102.72,6.45
650,0,0,1,601.62,102.72,6.47
651,0,0,1,600.75,102.72,6.46
652,0,0,1,601.25,102.72,6.47
653,0,0,1,672.12,51.36,3.61
654,0,0,1,691.62,487.92,35.34
655,1.32,0.0016,1,789.62,847.44,70.07
656,4.5,0.0016,1,1232.5,231.12,29.83
657,5.38,0.0016,1,978.75,-128.4,0
658,5.49,0.0016,1,974,1078.56,110.01
659,7.44,0.0016,1,1360.75,1284,182.97
660,9.87,0.0016,1,1340.62,-154.08,0
661,9.67,0.0016,1,918,487.92,46.91
662,10.02,0.0016,1,1025.62,1643.52,176.52
663,12.3,0.0016,1,1211.5,975.84,123.8
664,14.04,0.0016,1,1089.38,-128.4,0
665,14.2,0.0016,1,1112.38,1643.52,191.45
666,16.35,0.0016,1,1279.12,1617.84,216.71
667,18.15,0.0016,1,1205.88,-154.08,0
668,18.37,0.0016,1,1084.62,1797.6,204.17
669,19.77,0.0016,1,1191.88,2028.72,253.21
670,21.87,0.0016,1,1310.75,1951.68,267.89
671,23.55,0.0016,1,1230.38,-154.08,0
672,23.45,0.0016,1,1046.38,1746.24,191.35
